,genre_name,lyrics_cleaned
10,country,this truck needs a half tank  these wheels need a two lane  this radio needs three songs to play  to get me cross town to you  that dress needs a slip off  that hair needs to come down  friday nights need to do  what friday nights need to do  thats the truth  yeah birds need bees and ice needs whiskey  boys like me need girls like you to kiss me  fishin in the dark needs nitty gritty  under that pale moon  sweet tea needs that sugar stirrin  small town nights need both ends burnin  shades need drawin  hearts need fallin  boots need knockin  knockin boots  knockin boots  me and you  oh  long weeks need a weekend  cheap drinks need a slingin  that dance floor needs some me on you  and you on me tonight  sing alongs need to be sung  tip bells need to be rung  last calls need to call that cab  and back seats need i want you so bad
11,country,its got a touch of the town where i grew up  something in it them california girls love  some people like to make a little fun of  the way i talk  it gets slower after three or four cold beers  and gets louder when im cheerin on the volunteers  folks know im country  when they hear  the way i talk  it sounds a little bit like my daddy  it dont cuss around my mama  got some words youve never heard of  less you come from down yonder  the man upstairs gets it  so i aint tryna fix it  no i cant hide it  i dont fight it  i just roll with it  oh  kinda slow like the mississippi rolls  its the only way i know  man it aint my fault  i just live the way i talk  yeah its  yessir
12,country,i got my toes in the water  ass in the sand  not a worry in the world  a cold beer in my hand  life is good today  life is good today  well  the plane touched down just about 3 oclock  and the citys still on my mind  bikinis and palm trees danced in my head  i was still in the baggage line  concrete and cars  are their own prison bars  like this life im living in  but the plane brought me farther  im surrounded by water  and im not going back again  i got my toes in the water  ass in the sand  not a worry in the world  a cold beer in my hand  life is good today  life is good today  adios and vaya con dios  yeah  im leaving ga  and if it werent for tequila and pretty senoritas  id have no reason to stay  adios and vaya con dios  yeah  im leaving ga  gonna lay in the hot sun and roll a big fat one  and grab my guitar and play  four days flew by  like a drunk friday night  as the summer drew to an end  they cant believe  that i just couldnt leave  and i bid adieu to my friends  because my bartender    shes from the islands  her bodys been kissed by the sun  and coconut replaces the smell of the bar  and i dont know if its her or the rum  i got my toes in the water  ass in the sand  not a worry in the world  a cold beer in my hand  life is good today  life is good today  adios and vaya con dios  a long way from ga  yeah  and all the muchachas    they call me big poppa when i throw pesos their way
13,country,i wish girls you love never gave back diamond rings  i wish every porch had a swing  wish kids still learn to say sir and maam
14,country,done  the first time i saw you  done  like the first dance was through  i was done  that one kiss  i knew  there was nothing i wouldnt do  just to give you  that house on a hill with a four plank around it  every last breath till the last star is counted  just say the word girl  paint me  youre perfect  i wont quit till the good lord says my work is done  like a faded out song on the radio  done  like the cowboy gets the girl when the credits roll  ill give you a lifetime of days in the sun  whatever you need and you want  i wont stop till its done  done  all the hell i was raising  done  all the careless heartbreaking  done  for the chance that youll taken  i spend my nights praying  and all my days chasing  that house on a hill with a four plank around it  every last breath till the last star is counted  just say the word girl  paint me  youre perfect  i wont quit till the good lord says my work is done  like a faded out song on the radio  done  like the cowboy gets the girl when the credits roll  ill give you a lifetime of days in the sun  whatever you need and you want  i wont stop till its done  you know i wont stop till its done  you need a man you can lean on  done  you need some faith you can hang your dreams on  check em off one by one  in that house on a hill with a four plank around it  every last breath till the last star is counted  just say the word girl  paint me  youre perfect  i wont quit till the good lord says my work is done  like a faded out song on the radio  done  like the cowboy gets the girl when the credits roll  ill give you a lifetime of days in the sun  whatever you need and you want  i wont stop till its done  baby  i wont stop till its done  oh  you know i aint done  first time i saw you  done
15,country,right now hes probably slow dancing with a bleached blond tramp  and shes probably getting frisky  right now  hes probably buying her some fruity little drink  cause she cant shoot whiskey  right now  hes probably up behind her with a pool stick  showing her how to shoot a combo  and he dont know  that i dug my key into the side  of his pretty little souped up four wheel drive  carved my name into his leather seats  i took a louisville slugger to both headlights  slashed a hole in all four tires  maybe next time hell think before he cheats  right now  shes probably up singing some  white trash version of shania karaoke  right now  shes probably saying  im drunk
16,country,youre on the couch  blowing up my phone  you dont want to come out  but you dont want to be alone  it dont take but two  to have a little soiree  if youre in the mood  sit tight right where you are  babe  cause ill be at your door in ten minutes  whatever you got on  girl  stay in it  you aint gotta leave the house to have a good time  im a bring the good time home to you  well have a house party  we dont need nobody  turn your tv off  break that boom box out  well wake up all the neighbours  til the whole block hates us  and the cops show up and try to shut us down  if youre gonna be a homebody  were gonna have a house party  if you wanna be a homebody  were gonna have a house party  throw a neon tee shirt over the lamp shade  ill take the furniture  slide it out of the way  shaking the floor  rattling the roof  well go to town like theyre in your living room  lets have a house party  we dont need nobody  turn your tv off  break that boom box out  well wake up all the neighbours  til the whole block hates us  and the cops show up and try to shut us down  if youre gonna be a homebody  were gonna have a house party  if you wanna be a homebody  were gonna have a house party  so ill be at your door in ten minutes  whatever you got on  baby  stay in it  you aint gotta leave the house to have a good time  im a bring the good time home to you  well have a house party  we dont need nobody  turn your tv off  break that boom box out  well wake up all the neighbours  til the whole block hates us  and the cops show up and try to shut us down  if youre gonna be a homebody  were gonna have a house party  if you wanna be a homebody  were gonna have a house party
17,country,i cant count the times  i almost said whats on my mind  but i didnt  just the other day  i wrote down all the things id say  but i couldnt  i just couldnt  baby i know that youve been wondering  mmm  so here goes nothing  in case you didnt know  baby im crazy bout you  and i would be lying if i said  that i could live this life without you  even though i dont tell you all the time  you had my heart a long long time ago  in case you didnt know  the way you look tonight  that second glass of wine  that did it  mmm  there was something bout that kiss  girl it did me in  got me thinking  im thinking  all of the things that ive been feeling  mmm  its time you hear em  in case you didnt know  baby im crazy bout you  and i would be lying if i said  that i could live this life without you  even though i dont tell you all the time  you had my heart a long long time ago  in case you didnt know  youve got all of me  i belong to you  yeah  youre my everything  in case you didnt know  im crazy bout you  i would be lying if i said  that i could live this life without you  even though i dont tell you all the time  you had my heart a long long time ago  yeah  you had my heart a long long time ago  mmm  in case you didnt know  know  know  in case you didnt know
18,country,you say you need a couple credits fore they let you out of college  i bet you bought that beer with your daddys card  youre lookin like you probably get a little tired of all this  attention that youre gettin when you go to the bar  we can take a different route  i know youre from a different town  but youre here for now  so what you say we get on out   to see where this night leads  if i know me  i have you hoppin up in my passenger seat  then i take you home and you aint gonna wanna leave  make a little love at a quarter past three  gotta keep it down cause your roommate is home  honey  when the sun comes peeking through the trees  you aint gotta worry bout what it might be  cause i bet it wont be the last time youre wakin up next to me  if i know me  if i know me  this aint some routine that i use every friday  this aint a one line one night kiss and tell  but ever since i caught you looking over my way  all that i could do was tell myself  if i know me  i have you hoppin up in my passenger seat  then i take you home and you aint gonna wanna leave  make a little love at a quarter past three  gotta keep it down cause your roommate is home  honey  when the sun comes peeking through the trees  you aint gotta worry bout what it might be  cause i bet it wont be the last time youre wakin up next to me  if i know me  i could just change my mind  and leave my number in your phone  give you a kiss good night  and go home alone  but if i know me  i have you hoppin up in my passenger seat  then i take you home and you aint gonna wanna leave  make a little love at a quarter past three  gotta keep it down cause your roommate is home  honey  when the sun comes peeking through the trees  you aint gotta worry bout what it might be  cause i bet it wont be the last time youre wakin up next to me  if i know me
19,country,hey   doublewide quick stop  midnight t top  jack in her cherry coke town  momma and daddy put their roots right here  cause this is where the car broke down  yellow dog school bus kickin up red dust  pickin us up by a barbed wire fence  mtv on the rca  no a c in the vents  we were jesus save me  blue jean baby  born in the usa  trailer park truck stop  faded little map dots  new york to la  we were teenage dreamin  front seat leanin  baby  come give me a kiss  put me on the cover of the rolling stone  uptown down home american kids  growin up in little pink houses  makin out on living room couches  blowin that smoke on a saturday night  a little messed up  but were all alright  hey   baptist church parkin lot  tryin not to get caught  take her home and give her your jacket  makin it to second base  but sayin you went all the way  monday afternoon at practice  sisters got a boyfriend daddy doesnt like  now hes sittin out back  30 30 in his lap  in the blue bug zapper light  we were jesus save me  blue jean baby  born in the usa  trailer park truck stop  faded little map dots  new york to la  we were teenage dreamin  front seat leanin  baby  come give me a kiss  put me on the cover of the rolling stone  uptown down home american kids  growin up in little pink houses  makin out on living room couches  blowin that smoke on a saturday night  a little messed up  but were all alright  hey   hey   we were jesus save me  blue jean baby  born in the u s a  trailer park truck stop  faded little map dots  new york to la  we were teenage dreamin  front seat leanin  baby come give me a kiss  put me on the cover of the rolling stone  uptown down home american kids  growin up in little pink houses  making out on living room couches  blowin that smoke on a saturday night  a little messed up but were all alright  hey 
20,country,im a stones throw from the mill  and im a good walk to the river  when my workin day is over  well go swim our cares away  put your toes down in the water  and a smile across your face  and tell me that you love me  lovely lady may  now i aint the sharpest chisel  that your hands have ever held  but darlin i could love you well  til the roll is called on high  ive seen my share of trouble  and ive held my weight in shame  but im baptized in your name  lovely lady may  lord the wind can leave you shiverin  as it waltzes oer the leaves  its been rushin through my timber  til your love brought on the spring  now the mountains all are blushin  and they dont know what to say  cept a good long line of praises  for my lovely lady may  now i aint the toughest hickory  that your ax has ever felled  but im a hickory just as well  im a hickory all the same  i came crashin through the forest  as you cut my roots away  and i fell a good long ways  for my lovely lady may
21,country,you say them city boys living in those high rise condos  only left you feeling low  those little smoke glass fancy cars sure go fast  but never got you where you wanted to go  all ive ever owned is an old c  chevy truck  cuddled up  get you falling in love on the bench seat  dont mind me im just talking tennessee  girl dont blame me if i slip and call you baby  thats just my way of letting the lady know shes working on me  there i go letting my south side show whiskey whispering those  little sweet nothing southernisms  jack and seven sipping  hoping that youre digging on me  talkin tennessee  you say those street lights only ever let you see the skyline  its been a long time  since the milky way  jupiter and venus took your breath away  yeah like youre taking mine  what you say we grab some tailgate underneath the stars  catch a few fireflies in a moonshine jar  dont mind me im just talking tennessee  girl dont blame me if i slip and call you baby  thats just my way of letting the lady know shes working on me  there i go let my south side show whiskey whispering those  little sweet nothing southernisms  jack and seven sipping  hoping that youre digging on me  talkin tennessee  there i go letting my south side show whiskey whispering those  little sweet nothing southernisms  jack and seven sipping  hoping that youre digging on me talkin tennessee  talkin tennessee  talkin tennessee
22,country,i got that real good feel good stuff  up under the seat of my big black jacked up truck  rollin on 35s  pretty girl by my side  you got that sun tan skirt and boots  waiting on you to look my way and scoot  your little hot self over here  girl hand me another beer  yeah   all them other boys wanna wind you up and take you downtown  but you look like the kind that likes to take it way out  out where the corn rows grow  row  row my boat  floatin down the flint river  catch us up a little catfish dinner  gonna sound like a winner  when i lay you down and love you right  yeah  thats my kind of night   might sit down on my diamond plate tailgate  put in my country ride hip hop mixtape  little conway  a little t pain  might just make it rain  you can hang your t shirt on a limb  hit that bank and we can ease on in  soak us up a little moonlight  you know i know what you like  yeah   all them other boys wanna wind you up and take you downtown  but you look like the kind that likes to take it way out  out where the corn rows grow  row  row my boat  floatin down the flint river  catch us up a little catfish dinner  gonna sound like a winner  when i lay you down and love you right  yeah  thats my kind of night   yeah  thats my kind of night   my kind or your kind is this kind of night  we dance in the dark and your lips land on mine  oh oh oh oh oh  gonna get our love on  oh oh oh oh oh  time to get our buzz on  all them other boys wanna wind you up and take you downtown  but you look like the kind that likes to take it way out  out where the corn rows grow  row  row my boat  floatin down the flint river  catch us up a little catfish dinner  gonna sound like a winner  when i lay you down and love you right  yeah  thats my kind of night   yeah  thats my kind of night   thats my kind of night   yeah  thats my kind of night   come on 
23,country,baby whats on your mind  when you see me pull up to your drive   do you wanna go downtown  maybe have a little high dollar wine   do you wanna go out to the country  and maybe blow all our money  on some sugar at the truckstop and some scratch offs  see if we can lucky   oh  i gotta know whats goin on  in your beautiful mind   baby dont be shy  and tell me now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   stay up til the sun  howl at the moon  baby  tell me the truth  do i make you wanna  karaoke in the neon light  go to vegas  stay up all night  see if we can find a cheap flight  little 7  come 11  baby  roll those dice   do i make you feel pretty  do i make you wanna lean back  lay back and kiss me   do you wanna roll with me  to the mountains  to the beach  to a party in the city   do you wanna take in a broadway show  or maybe just stay low   i gotta know now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   do i make you turn into somebody else   do you feel like you can finally be yourself   baby  tell me now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   out in the middle of nowhere now   we can take it back downtown  you know i dont care now  just wanna take you there now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   stay up til the sun   howl at the moon   broadway   tell me do i make you wanna  stay up til the sun   howl at the moon   baby  tell me the truth  do i make you wanna  let your hair down  play a little truth or dare now  act just like you dont care now  baby  go flyin down a two lane road  ah  babe  tell me  do i make you wanna 
24,country,baby whats on your mind  when you see me pull up to your drive   do you wanna go downtown  maybe have a little high dollar wine   do you wanna go out to the country  and maybe blow all our money  on some sugar at the truckstop and some scratch offs  see if we can lucky   oh  i gotta know whats goin on  in your beautiful mind   baby dont be shy  and tell me now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   stay up til the sun  howl at the moon  baby  tell me the truth  do i make you wanna  karaoke in the neon light  go to vegas  stay up all night  see if we can find a cheap flight  little 7  come 11  baby  roll those dice   do i make you feel pretty  do i make you wanna lean back  lay back and kiss me   do you wanna roll with me  to the mountains  to the beach  to a party in the city   do you wanna take in a broadway show  or maybe just stay low   i gotta know now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   do i make you turn into somebody else   do you feel like you can finally be yourself   baby  tell me now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   out in the middle of nowhere now   we can take it back downtown  you know i dont care now  just wanna take you there now  do i  make you wanna dance real slow   go  flyin down a two lane road   find  a limb to hang your clothes   do i make you wanna let your hair down  play a little truth or dare now  act just like you dont care now  girl when i come around tell me  do i make you wanna   stay up til the sun   howl at the moon   broadway   tell me do i make you wanna  stay up til the sun   howl at the moon   baby  tell me the truth  do i make you wanna  let your hair down  play a little truth or dare now  act just like you dont care now  baby  go flyin down a two lane road  ah  babe  tell me  do i make you wanna 
25,country,i looked out this morning and the sun was gone  turned on some music to start my day  i lost myself in a familiar song  i closed my eyes and i slipped away  its more than a feeling  when i hear that old song they used to play  and i begin dreaming  til i see marianne walk away  i see my marianne walkin away  so many people have come and gone  their faces fade as the years go by  yet i still recall as i wander on  as clear as the sun in the summer sky  its more than a feeling  when i hear that old song they used to play  and i begin dreaming  til i see marianne walk away  i see my marianne walkin away  when im tired and thinking cold  i hide in my music  forget the day  and dream of a girl i used to know  i closed my eyes and she slipped away  she slipped away  its more than a feeling  when i hear that old song they used to play  and i begin dreaming  til i see marianne walk away
26,country,hey girl  go on now  you know youve got everybody looking  got a little boom in my big truck  gonna open up the doors and turn it up  gonna stomp my boots in the georgia mud  gonna watch you make me fall in love  get up on the hood of my daddys tractor  up on the tool box  it dont matter  down on the tailgate  girl i cant wait  to watch you do your thing  shake it for the young bucks sittin in the honky tonks  for the rednecks rockin til the break of dawn  for the dj spinnin that country song  come on  come on  come on  shake it for the birds  shake it for the bees  shake it for the catfish swimming down deep in the creek  for the crickets and the critters and the squirrels  shake it to the moon  shake it for me girl  country girl  shake it for me girl  shake it for me girl  shake it for me  country girl  shake it for me girl  shake it for me girl  shake it for me  somebodys sweet little farmers child  that got it in her blood to get a little wild  pony tail and a pretty smile  rope me in from a country mile  so come on over here and get in my arms  spin me around this big old barn  tangle me up like grandmas yarn  yeah  yeah  yeah  shake it for the young bucks sittin in the honky tonks  for the rednecks rockin til the break of dawn  for the dj spinnin that country song  come on  come on  come on  shake it for the birds  shake it for the bees  shake it for the catfish swimming down deep in the creek  for the crickets and the critters and the squirrels  shake it to the moon  shake it for me girl  country girl  shake it for me girl  shake it for me girl  shake it for me  country girl  shake it for me girl  shake it for me girl  shake it for me  guitar   now dance like a dandelion  in the wind on the hill underneath the pines  yeah  move like the river flows  feel the kick drum down deep in your toes  all i wanna do is get to holdin you and get to knowin you  and get to showin you and get to lovin you fore the night is through  baby you know what to do  shake it for the young bucks sittin in the honky tonks  for the rednecks rockin til the break of dawn  for the dj spinnin that country song  come on  come on  come on  shake it for the birds  shake it for the bees  shake it for the catfish swimming down deep in the creek  for the crickets and the critters and the squirrels  shake it to the moon  shake it for me girl  country girl  shake it for me girl  shake it for me girl  shake it for me  oh  country girl  country girl  shake it for me girl  shake it for me girl  shake it for me  country girl  shake it for me girl  shake it for me girl  shake it for me  country girl  shake it for me girl  shake it for me girl  shake it for me
27,country,it started way back in third grade  i used to sit beside emmylou hayes  a pink dress  a matching bow and her pony tail  she kissed me on the school bus  but told me not to tell  next day i chased her round the playground  across the monkey bars  to the merry go round  and emmylou got caught passing me a note  before the teacher took it  i read what she wrote  do you love me
